customer_id,first_name,last_name,email,city,credit_score,created_at
CUS8UY5MRUO0N85,Grace,Thomas,grace.thomas752@example.com,Liverpool,552,24-10-2021
CUSE9JFO2ATZ4C3,Emily,White,emily.white686@example.com,Cambridge,709,25-06-2022
CUS5OJW9BFC0XEF,James,White,james.white392@example.com,Nottingham,528,14-08-2019
CUST6HMRYI02O0Y,Daniel,Thomas,daniel.thomas125@example.com,London,652,03-10-2025
CUSLBRAY5M8ZTA6,Hannah,Green,hannah.green257@example.com,Birmingham,708,14-04-2022
CUSDW7RBPED02G1,Charlotte,Hall,charlotte.hall885@example.com,Leeds,666,01-01-2020
CUS8VFNQGNRHP36,Jessica,King,jessica.king705@example.com,Leeds,703,22-07-2020
CUS1MVJKQ5O0T4B,Emma,Jackson,emma.jackson793@example.com,Edinburgh,636,13-02-2025
CUS2CHDAUBM3BCO,Sarah,Clarke,sarah.clarke49@example.com,Leeds,591,08-03-2019
CUS67W5WLO61PO9,Oliver,Scott,oliver.scott825@example.com,London,599,28-12-2023
CUSO5G4B2I5SGFC,Charles,Davies,charles.davies335@example.com,Chester,552,13-09-2019
CUSWAP2QH8XU63T,Olivia,Martin,olivia.martin911@example.com,Edinburgh,539,25-03-2019
CUSCBAOTS98IZ3U,John,Harris,john.harris6@example.com,Bristol,594,27-09-2021
CUSXOZV4W5NU4IN,James,Roberts,james.roberts290@example.com,London,708,02-05-2023
CUSW803CQEXUFQJ,Joseph,Evans,joseph.evans5@example.com,Leeds,539,26-04-2024
CUSB46T86LR6SAK,Mia,Roberts,mia.roberts25@example.com,Birmingham,554,06-04-2023
CUSS2PMIAY8MLNC,Olivia,Johnson,olivia.johnson161@example.com,Leeds,599,17-09-2023
CUSR11ANH50ETJS,Andrew,Wood,andrew.wood95@example.com,Glasgow,636,05-10-2019
CUSAZ3RWBJ9CPV4,Sophie,King,sophie.king791@example.com,Oxford,607,25-08-2025
CUSNU7JIQWB7YGH,Michael,Wright,michael.wright53@example.com,Manchester,747,14-04-2020
CUS3PF34HH4WEL9,David,Hall,david.hall228@example.com,Bath,565,14-03-2020
CUSK8MYDL0L89K8,Ella,Harris,ella.harris121@example.com,Birmingham,630,18-04-2025
CUSV96NIX9TWU52,Amelia,Jackson,amelia.jackson778@example.com,Birmingham,730,27-03-2025
CUSH3YS1DUAFA0X,Mia,Smith,mia.smith265@example.com,Leeds,617,10-01-2025
CUSI477PKBRFBFL,Isla,Lewis,isla.lewis429@example.com,Leeds,657,07-06-2021
CUS8RT419FG4UBV,Ruby,Green,ruby.green174@example.com,Sheffield,582,02-03-2022
CUSWQDYODUX5X64,Oliver,White,oliver.white541@example.com,Swansea,633,03-06-2024
CUS5TUAN5O2YS5F,Ruby,Jones,ruby.jones320@example.com,Edinburgh,545,12-09-2020
CUSGYNSATCQEWDW,Benjamin,Lewis,benjamin.lewis454@example.com,Cambridge,536,07-07-2023
CUSJ0W6M0JTQU72,Jessica,Scott,jessica.scott967@example.com,London,682,09-07-2020
CUSO2T7Q0ECDC9Y,Edward,Clarke,edward.clarke433@example.com,Plymouth,478,20-01-2024
CUS5RYIARU4HS7X,Matthew,Clarke,matthew.clarke945@example.com,Brighton,446,04-10-2022
CUSE05SA9C2LTWI,Samuel,Evans,samuel.evans732@example.com,Liverpool,746,27-12-2019
CUSRM9JVJ0I4RTQ,Robert,Walker,robert.walker665@example.com,Manchester,749,14-10-2022
CUSPBLA6SZO61LQ,George,Wright,george.wright143@example.com,Leeds,692,11-06-2024
CUS4ME6XKJUPQVU,Michael,White,michael.white166@example.com,Newcastle,642,14-01-2024
CUSQJPAL1DSP7IO,Ava,Edwards,ava.edwards224@example.com,Manchester,790,18-09-2025
CUSXVOFXJX0GOPD,Emily,Walker,emily.walker412@example.com,London,672,21-04-2021
CUSTULR7Z3UORWA,Oliver,Jones,oliver.jones54@example.com,Birmingham,674,10-05-2025
CUS4WB2CVB6DBDO,Ruby,Turner,ruby.turner331@example.com,Edinburgh,549,24-03-2021
CUSIBRSJOX505XF,James,Young,james.young663@example.com,Manchester,621,22-01-2024
CUSTS6Y3C1HD9N1,Oliver,Hall,oliver.hall908@example.com,Glasgow,753,15-01-2024
CUSCTY1CERH6AFB,John,Thompson,john.thompson277@example.com,Glasgow,711,09-12-2025
CUSI3X1OFPYM49K,Mia,Jackson,mia.jackson871@example.com,Aberdeen,752,14-03-2019
CUSASZ5G46TZMV6,Mia,Young,mia.young325@example.com,London,559,03-01-2024
CUSY5F2T271B5O7,Emily,Smith,emily.smith933@example.com,Dundee,409,05-08-2024
CUSVRZK1I19VLYS,Mia,Clarke,mia.clarke659@example.com,Manchester,660,16-01-2025
CUS7EW1Z6R222H1,Richard,Hall,richard.hall815@example.com,Bristol,416,21-01-2022
CUS6XCBUUKGSUIN,Grace,Brown,grace.brown125@example.com,London,708,20-04-2021
CUSQ185GSCMNUUN,Lily,Wood,lily.wood268@example.com,London,710,12-02-2024
CUS6MEF1K7JZQA1,George,Turner,george.turner668@example.com,York,534,20-03-2021
CUSXI7T264W0HY3,Charles,Edwards,charles.edwards168@example.com,Edinburgh,808,26-01-2019
CUSCOWDXCJ19SHQ,Benjamin,Jones,benjamin.jones500@example.com,Manchester,827,12-05-2023
CUS8ZW7NHPGJX19,Thomas,Thompson,thomas.thompson343@example.com,London,736,25-05-2019
CUSRSJRRW24IVSR,Matthew,Davies,matthew.davies718@example.com,Manchester,731,27-07-2022
CUS4N23KJDYVY96,Samuel,Clarke,samuel.clarke912@example.com,Birmingham,670,06-07-2023
CUSOFVD2ML0LRK4,Ava,Baker,ava.baker759@example.com,London,850,24-04-2021
CUSI8CXU1CXX3LN,David,Lewis,david.lewis852@example.com,Sheffield,591,28-05-2019
CUSQMBEAABRPX1M,Lily,Jackson,lily.jackson938@example.com,Manchester,685,12-01-2019
CUSEELSX52GWA65,Harry,Lewis,harry.lewis214@example.com,Swansea,300,15-02-2023
CUSW6YZ7RY21G6Y,Hannah,Johnson,hannah.johnson200@example.com,Birmingham,792,09-04-2024
CUS1HR4ALV0LXJV,Joseph,Hall,joseph.hall724@example.com,Birmingham,750,09-07-2024
CUSLY81XGJHK88Z,Charles,Harris,charles.harris505@example.com,Leeds,474,28-10-2022
CUS7XOLXCY6FD62,Olivia,Williams,olivia.williams669@example.com,Liverpool,643,05-07-2022
CUS9RUJ3NP6W30Y,James,Williams,james.williams738@example.com,Bristol,528,25-03-2019
CUSC9ONQYQPX17N,Benjamin,Scott,benjamin.scott198@example.com,Liverpool,723,21-09-2023
CUSR9DCASW22FIW,Charlotte,Scott,charlotte.scott894@example.com,Cardiff,410,16-01-2024
CUSW5448M46H4AH,Lucy,Davies,lucy.davies557@example.com,Belfast,619,23-07-2022
CUSTW3FH72NMCE4,Edward,Wright,edward.wright125@example.com,Exeter,450,15-05-2025
CUSCUJEXU4QVYDU,Lucy,Thompson,lucy.thompson454@example.com,Plymouth,502,13-01-2023
CUSYTJPCFV7HS1T,Charlotte,Clarke,charlotte.clarke481@example.com,Leeds,489,05-06-2023
CUSJHMOTOY9QJS7,Emily,Smith,emily.smith894@example.com,Cardiff,587,19-09-2019
CUSZCLRL9A3G17N,Charles,Wood,charles.wood674@example.com,York,657,24-04-2025
CUSSCAFT81O7X33,Joseph,Martin,joseph.martin246@example.com,London,759,26-05-2022
CUSLUYG3HD6OI9D,Emily,Taylor,emily.taylor904@example.com,Oxford,471,24-04-2023
CUSCI32A6VK0KJ1,Ava,Williams,ava.williams337@example.com,London,589,08-01-2025
CUSW6RUD5WC9F2T,Michael,Smith,michael.smith639@example.com,Plymouth,300,21-11-2019
CUSP7C8K4PW5ND1,Charles,Baker,charles.baker624@example.com,Edinburgh,599,14-03-2019
CUS5QUB00MF9AWR,Ruby,Clarke,ruby.clarke331@example.com,Glasgow,583,08-12-2019
CUSCDC25DMUP1YV,Benjamin,Thompson,benjamin.thompson271@example.com,Cardiff,490,20-08-2019
CUSJ8MSH9CUCE5O,Sophie,Thomas,sophie.thomas955@example.com,Leicester,511,16-01-2025
CUSZRTU4FSIXMNH,Jessica,Thomas,jessica.thomas552@example.com,London,650,08-09-2019
CUSSAEXMOJD85DW,Jack,Walker,jack.walker826@example.com,Cardiff,607,12-11-2022
CUSA1VIQ63F9HKJ,Charles,Taylor,charles.taylor757@example.com,Cardiff,541,26-02-2021
CUS025LPTR5NAZ4,Daniel,Harris,daniel.harris334@example.com,Leeds,594,17-10-2025
CUSG6B4TSG0S0U5,Samuel,Smith,samuel.smith785@example.com,Birmingham,656,06-05-2025
CUSWNSQHACMEYP1,William,Thompson,william.thompson472@example.com,Sheffield,587,28-01-2020
CUSE709HKD6K7RM,Harry,Turner,harry.turner715@example.com,Leeds,612,22-07-2024
CUSP0D99VRS5Y4I,Emma,Green,emma.green958@example.com,London,566,23-01-2020
CUSF2IXW2LYNHX2,Harry,Thomas,harry.thomas826@example.com,Birmingham,614,06-03-2019
CUSW7FGA8X213Y2,Thomas,Hall,thomas.hall580@example.com,London,649,15-02-2019
CUSCY7B0U2HVMBN,Lily,Evans,lily.evans532@example.com,Aberdeen,379,05-09-2023
CUSCFU9NLGSZ2DC,George,Martin,george.martin196@example.com,London,629,21-07-2024
CUS16LBUWCHGTWY,James,Jackson,james.jackson990@example.com,Bristol,536,25-11-2023
CUS171SD6QK06HO,Amelia,Harris,amelia.harris997@example.com,Glasgow,581,22-08-2023
CUSSJ1H3EEHP2Z9,George,Evans,george.evans885@example.com,Manchester,690,25-07-2020
CUS7ZC7BKSKI19U,Mia,Johnson,mia.johnson982@example.com,Newcastle,566,04-09-2020
CUSTU8CS0KFD86D,Sarah,Wright,sarah.wright366@example.com,Leeds,493,10-08-2022
CUSNHEHERE2AGIF,Daniel,Edwards,daniel.edwards558@example.com,Cardiff,357,26-07-2023
CUSGOAJNEQ5D5DU,Emily,Taylor,emily.taylor957@example.com,Edinburgh,541,03-01-2025
CUSQXGLI5GHXCX8,Emma,Smith,emma.smith871@example.com,Liverpool,427,27-10-2019
CUSVA51NN5IO7R6,Sarah,Jones,sarah.jones648@example.com,Swansea,387,02-09-2021
CUSZUTP4HY5I8NE,Oliver,Clarke,oliver.clarke192@example.com,Leeds,529,27-01-2021
CUS4J7RB6X38DHE,Ruby,Wright,ruby.wright454@example.com,Leeds,637,28-02-2025
CUS743F9RD4MWPM,Amelia,Hall,amelia.hall52@example.com,Leicester,567,12-08-2023
